Regional Team Code,Regional Team Name,Provider Code,Provider Name,Type of Hospital,Month,Year, Total Waiting List , Number waiting 6+ Weeks , Number waiting 13+ Weeks , Percentage waiting 6+ weeks 
Y61,East of England Commissioning Region,NYR,Healthshare Diagnostics,Private,December,2021,"1,110",29,0,2.6%
Y61,East of England Commissioning Region,RGP,James Paget University Hospitals NHS Foundation Trust,NHS,December,2021,"1,480",555,36,37.5%
Y61,East of England Commissioning Region,RAJ,Mid and South Essex NHS Foundation Trust,NHS,December,2021,"5,788","1,951",595,33.7%
Y61,East of England Commissioning Region,RD8,Milton Keynes University Hospital NHS Foundation Trust,NHS,December,2021,"1,896",468,4,24.7%
Y61,East of England Commissioning Region,RM1,Norfolk and Norwich University Hospitals NHS Foundation Trust,NHS,December,2021,"2,157",270,76,12.5%
Y61,East of England Commissioning Region,RGN,North West Anglia NHS Foundation Trust,NHS,December,2021,"1,267",84,1,6.6%
Y61,East of England Commissioning Region,NT204,"Nuffield Health, Brentwood Hospital",Private,December,2021,5,0,0,0.0%
Y61,East of England Commissioning Region,NVC13,Oaks Hospital,Private,December,2021,12,0,0,0.0%
Y61,East of England Commissioning Region,NVC15,Pinehill Hospital,Private,December,2021,58,17,0,29.3%
Y61,East of England Commissioning Region,NVC19,Rivers Hospital,Private,December,2021,75,8,0,10.7%
Y61,East of England Commissioning Region,RGM,Royal Papworth Hospital NHS Foundation Trust,NHS,December,2021,189,6,0,3.2%
Y61,East of England Commissioning Region,NT315,Spire Bushey Hospital,Private,December,2021,82,1,0,1.2%
Y61,East of England Commissioning Region,NT317,Spire Cambridge Lea Hospital,Private,December,2021,30,13,1,43.3%
Y61,East of England Commissioning Region,NT316,Spire Harpenden Hospital,Private,December,2021,117,0,0,0.0%
Y61,East of England Commissioning Region,NT319,Spire Hartswood Hospital,Private,December,2021,56,1,1,1.8%
Y61,East of England Commissioning Region,NT313,Spire Wellesley Hospital,Private,December,2021,160,0,0,0.0%
Y61,East of England Commissioning Region,NVC18,Springfield Hospital,Private,December,2021,36,4,0,11.1%
Y61,East of England Commissioning Region,RQW,The Princess Alexandra Hospital NHS Trust,NHS,December,2021,"1,541",328,1,21.3%
Y61,East of England Commissioning Region,RCX,"The Queen Elizabeth Hospital, King's Lynn, NHS Foundation Trust",NHS,December,2021,"2,139","1,587","1,112",74.2%
Y61,East of England Commissioning Region,RWG,West Hertfordshire Teaching Hospitals NHS Trust,NHS,December,2021,"2,525","1,215",55,48.1%
Y61,East of England Commissioning Region,RGR,West Suffolk NHS Foundation Trust,NHS,December,2021,"1,004",300,1,29.9%
Y62,North West Commissioning Region,RBS,Alder Hey Children's NHS Foundation Trust,NHS,December,2021,158,16,0,10.1%
Y62,North West Commissioning Region,NRP,Beacon Medical Services Group Limited,Private,December,2021,"2,840","1,909","1,021",67.2%
Y62,North West Commissioning Region,RXL,Blackpool Teaching Hospitals NHS Foundation Trust,NHS,December,2021,641,0,0,0.0%
Y62,North West Commissioning Region,NT401,BMI - The Alexandra Hospital,Private,December,2021,34,0,0,0.0%
Y62,North West Commissioning Region,NT403,BMI - The Beardwood Hospital,Private,December,2021,53,0,0,0.0%
Y62,North West Commissioning Region,NT404,BMI - The Beaumont Hospital,Private,December,2021,12,0,0,0.0%
Y62,North West Commissioning Region,NT420,BMI - The Highfield Hospital,Private,December,2021,18,0,0,0.0%
Y62,North West Commissioning Region,RMC,Bolton NHS Foundation Trust,NHS,December,2021,508,4,1,0.8%
Y62,North West Commissioning Region,RJR,Countess of Chester Hospital NHS Foundation Trust,NHS,December,2021,"1,151",675,268,58.6%
Y62,North West Commissioning Region,NEM,Diagnostic Healthcare Ltd,Private,December,2021,370,0,0,0.0%
Y62,North West Commissioning Region,RJN,East Cheshire NHS Trust,NHS,December,2021,612,0,0,0.0%
Y62,North West Commissioning Region,RXR,East Lancashire Hospitals NHS Trust,NHS,December,2021,"1,068",2,0,0.2%
Y62,North West Commissioning Region,NVC05,Euxton Hall Hospital,Private,December,2021,37,13,0,35.1%
Y62,North West Commissioning Region,NVG01,Fairfield Hospital,Private,December,2021,61,2,0,3.3%
Y62,North West Commissioning Region,NVC07,Fulwood Hall Hospital,Private,December,2021,30,8,0,26.7%
Y62,North West Commissioning Region,RW5,Lancashire & South Cumbria NHS Foundation Trust,NHS,December,2021,128,31,2,24.2%
Y62,North West Commissioning Region,RXN,Lancashire Teaching Hospitals NHS Foundation Trust,NHS,December,2021,"1,645",510,172,31.0%
Y62,North West Commissioning Region,RBQ,Liverpool Heart and Chest Hospital NHS Foundation Trust,NHS,December,2021,245,2,0,0.8%
Y62,North West Commissioning Region,REM,Liverpool University Hospitals NHS Foundation Trust,NHS,December,2021,"1,848",58,0,3.1%
Y62,North West Commissioning Region,R0A,Manchester University NHS Foundation Trust,NHS,December,2021,"5,375","1,783",574,33.2%
Y62,North West Commissioning Region,RBT,Mid Cheshire Hospitals NHS Foundation Trust,NHS,December,2021,954,111,0,11.6%
Y62,North West Commissioning Region,NV10Y,North West Cats - Inhealth Pathway Management Centre,Private,December,2021,102,18,2,17.6%
Y62,North West Commissioning Region,RM3,Northern Care Alliance NHS Foundation Trust,NHS,December,2021,"7,424","2,287",631,30.8%
Y62,North West Commissioning Region,NT210,"Nuffield Health, The Grosvenor Hospital, Chester",Private,December,2021,19,0,0,0.0%
Y62,North West Commissioning Region,NVC12,Oaklands Hospital,Private,December,2021,85,22,1,25.9%
Y62,North West Commissioning Region,NVC16,Renacres Hospital,Private,December,2021,108,3,0,2.8%
Y62,North West Commissioning Region,RVY,Southport and Ormskirk Hospital NHS Trust,NHS,December,2021,933,328,4,35.2%
Y62,North West Commissioning Region,NT324,Spire Cheshire Hospital,Private,December,2021,37,2,0,5.4%
Y62,North West Commissioning Region,NT347,Spire Fylde Coast Hospital,Private,December,2021,58,10,0,17.2%
Y62,North West Commissioning Region,NT337,Spire Liverpool Hospital,Private,December,2021,72,3,3,4.2%
Y62,North West Commissioning Region,NT327,Spire Manchester Hospital,Private,December,2021,17,1,1,5.9%
Y62,North West Commissioning Region,NT325,Spire Murrayfield Hospital,Private,December,2021,16,0,0,0.0%
Y62,North West Commissioning Region,NT339,Spire Regency Hospital,Private,December,2021,63,3,0,4.8%
Y62,North West Commissioning Region,RBN,St Helens and Knowsley Teaching Hospitals NHS Trust,NHS,December,2021,"2,095",488,0,23.3%
Y62,North West Commissioning Region,RWJ,Stockport NHS Foundation Trust,NHS,December,2021,"1,557",224,0,14.4%
Y62,North West Commissioning Region,RMP,Tameside and Glossop Integrated Care NHS Foundation Trust,NHS,December,2021,"1,065",335,14,31.5%
Y62,North West Commissioning Region,RBV,The Christie NHS Foundation Trust,NHS,December,2021,141,0,0,0.0%
Y62,North West Commissioning Region,REN,The Clatterbridge Cancer Centre NHS Foundation Trust,NHS,December,2021,1,0,0,0.0%
Y62,North West Commissioning Region,RET,The Walton Centre NHS Foundation Trust,NHS,December,2021,788,2,0,0.3%
Y62,North West Commissioning Region,RTX,University Hospitals of Morecambe Bay NHS Foundation Trust,NHS,December,2021,712,16,0,2.2%
Y62,North West Commissioning Region,RWW,Warrington and Halton Teaching Hospitals NHS Foundation Trust,NHS,December,2021,"1,339",0,0,0.0%
Y62,North West Commissioning Region,RBL,Wirral University Teaching Hospital NHS Foundation Trust,NHS,December,2021,488,0,0,0.0%
Y62,North West Commissioning Region,RRF,"Wrightington, Wigan and Leigh NHS Foundation Trust",NHS,December,2021,"1,122",0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,RCF,Airedale NHS Foundation Trust,NHS,December,2021,542,16,0,3.0%
Y63,North East and Yorkshire Commissioning Region,RFF,Barnsley Hospital NHS Foundation Trust,NHS,December,2021,105,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NT440,BMI - Thornbury Hospital,Private,December,2021,60,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NT447,BMI The Duchy Hospital,Private,December,2021,0,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NT448,BMI The Huddersfield Hospital,Private,December,2021,4,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NT457,BMI Woodlands Hospital,Private,December,2021,9,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,RAE,Bradford Teaching Hospitals NHS Foundation Trust,NHS,December,2021,"1,647",376,1,22.8%
Y63,North East and Yorkshire Commissioning Region,RWY,Calderdale and Huddersfield NHS Foundation Trust,NHS,December,2021,"2,915",967,0,33.2%
Y63,North East and Yorkshire Commissioning Region,NVC28,Clifton Park Hospital,Private,December,2021,7,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NMG,Connect Health Limited,Private,December,2021,55,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,RXP,County Durham and Darlington NHS Foundation Trust,NHS,December,2021,"1,704",1,0,0.1%
Y63,North East and Yorkshire Commissioning Region,RP5,Doncaster and Bassetlaw Teaching Hospitals NHS Foundation Trust,NHS,December,2021,"2,402","1,236",356,51.5%
Y63,North East and Yorkshire Commissioning Region,RR7,Gateshead Health NHS Foundation Trust,NHS,December,2021,328,6,0,1.8%
Y63,North East and Yorkshire Commissioning Region,RCD,Harrogate and District NHS Foundation Trust,NHS,December,2021,704,31,1,4.4%
Y63,North East and Yorkshire Commissioning Region,RWA,Hull University Teaching Hospitals NHS Trust,NHS,December,2021,"1,081",33,4,3.1%
Y63,North East and Yorkshire Commissioning Region,RR8,Leeds Teaching Hospitals NHS Trust,NHS,December,2021,"4,523","2,308","1,245",51.0%
Y63,North East and Yorkshire Commissioning Region,RXF,Mid Yorkshire Hospitals NHS Trust,NHS,December,2021,"2,504",621,62,24.8%
Y63,North East and Yorkshire Commissioning Region,RNN,North Cumbria Integrated Care NHS Foundation Trust,NHS,December,2021,"3,104","1,853",902,59.7%
Y63,North East and Yorkshire Commissioning Region,RVW,North Tees and Hartlepool NHS Foundation Trust,NHS,December,2021,"1,787",372,56,20.8%
Y63,North East and Yorkshire Commissioning Region,RJL,Northern Lincolnshire and Goole NHS Foundation Trust,NHS,December,2021,"2,619",144,13,5.5%
Y63,North East and Yorkshire Commissioning Region,RTF,Northumbria Healthcare NHS Foundation Trust,NHS,December,2021,"2,051",123,3,6.0%
Y63,North East and Yorkshire Commissioning Region,NT225,"Nuffield Health, Leeds Hospital",Private,December,2021,11,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NT229,"Nuffield Health, Newcastle Upon Tyne Hospital",Private,December,2021,40,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NT237,"Nuffield Health, Tees Hospital",Private,December,2021,15,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NT245,"Nuffield Health, York Hospital",Private,December,2021,2,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,RCU,Sheffield Children's NHS Foundation Trust,NHS,December,2021,227,1,0,0.4%
Y63,North East and Yorkshire Commissioning Region,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,NHS,December,2021,"2,862",357,4,12.5%
Y63,North East and Yorkshire Commissioning Region,RTR,South Tees Hospitals NHS Foundation Trust,NHS,December,2021,72,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,R0B,South Tyneside and Sunderland NHS Foundation Trust,NHS,December,2021,649,118,77,18.2%
Y63,North East and Yorkshire Commissioning Region,NT348,Spire Elland Hospital,Private,December,2021,11,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NT351,Spire Hull and East Riding Hospital,Private,December,2021,102,10,4,9.8%
Y63,North East and Yorkshire Commissioning Region,NT332,Spire Leeds Hospital,Private,December,2021,35,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,NT350,Spire Methley Park Hospital,Private,December,2021,14,1,1,7.1%
Y63,North East and Yorkshire Commissioning Region,NT333,Spire Washington Hospital,Private,December,2021,219,17,2,7.8%
Y63,North East and Yorkshire Commissioning Region,NID,The Living Care Group,Private,December,2021,0,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,NHS,December,2021,"3,045",503,41,16.5%
Y63,North East and Yorkshire Commissioning Region,RFR,The Rotherham NHS Foundation Trust,NHS,December,2021,575,211,55,36.7%
Y63,North East and Yorkshire Commissioning Region,NVC20,The Yorkshire Clinic,Private,December,2021,87,4,0,4.6%
Y63,North East and Yorkshire Commissioning Region,NN4,Tyneside Surgical Services Ltd,Private,December,2021,2,0,0,0.0%
Y63,North East and Yorkshire Commissioning Region,RCB,York and Scarborough Teaching Hospitals NHS Foundation Trust,NHS,December,2021,"2,580","1,088",385,42.2%
Y56,London Commissioning Region,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",NHS,January,2022,"2,112",926,135,43.8%
Y56,London Commissioning Region,R1H,Barts Health NHS Trust,NHS,January,2022,"9,021","4,877","2,259",54.1%
Y56,London Commissioning Region,NT405,BMI - Bishops Wood,Private,January,2022,10,0,0,0.0%
Y56,London Commissioning Region,NT409,BMI - Chelsfield Park Hospital,Private,January,2022,10,0,0,0.0%
Y56,London Commissioning Region,NT416,BMI - Hendon Hospital,Private,January,2022,23,0,0,0.0%
Y56,London Commissioning Region,NT436,BMI - Shirley Oaks Hospital,Private,January,2022,17,0,0,0.0%
Y56,London Commissioning Region,NT406,BMI - The Blackheath Hospital,Private,January,2022,41,0,0,0.0%
Y56,London Commissioning Region,NT411,BMI - The Clementine Churchill Hospital,Private,January,2022,75,0,0,0.0%
Y56,London Commissioning Region,NT422,BMI - The London Independent Hospital,Private,January,2022,36,0,0,0.0%
Y56,London Commissioning Region,NT437,BMI - The Sloane Hospital,Private,January,2022,4,0,0,0.0%
Y56,London Commissioning Region,NT451,BMI The Cavell Hospital,Private,January,2022,16,0,0,0.0%
Y56,London Commissioning Region,RQM,Chelsea and Westminster Hospital NHS Foundation Trust,NHS,January,2022,"1,385",0,0,0.0%
Y56,London Commissioning Region,RJ6,Croydon Health Services NHS Trust,NHS,January,2022,"2,334",579,10,24.8%
Y56,London Commissioning Region,RVR,Epsom and St Helier University Hospitals NHS Trust,NHS,January,2022,"1,152",169,25,14.7%
Y56,London Commissioning Region,RP4,Great Ormond Street Hospital For Children NHS Foundation Trust,NHS,January,2022,420,77,3,18.3%
Y56,London Commissioning Region,RJ1,Guy's and St Thomas' NHS Foundation Trust,NHS,January,2022,"3,593",475,43,13.2%
Y56,London Commissioning Region,RQX,Homerton University Hospital NHS Foundation Trust,NHS,January,2022,"1,460",263,0,18.0%
Y56,London Commissioning Region,RYJ,Imperial College Healthcare NHS Trust,NHS,January,2022,"1,426",22,5,1.5%
Y56,London Commissioning Region,RJZ,King's College Hospital NHS Foundation Trust,NHS,January,2022,"1,307",199,63,15.2%
Y56,London Commissioning Region,RAX,Kingston Hospital NHS Foundation Trust,NHS,January,2022,478,21,0,4.4%
Y56,London Commissioning Region,RJ2,Lewisham and Greenwich NHS Trust,NHS,January,2022,"1,232",26,0,2.1%
Y56,London Commissioning Region,R1K,London North West University Healthcare NHS Trust,NHS,January,2022,"2,955",199,5,6.7%
Y56,London Commissioning Region,RP6,Moorfields Eye Hospital NHS Foundation Trust,NHS,January,2022,124,1,0,0.8%
Y56,London Commissioning Region,RAP,North Middlesex University Hospital NHS Trust,NHS,January,2022,608,24,5,3.9%
Y56,London Commissioning Region,NTP15,Practice Plus Group Hospital - Ilford,Private,January,2022,248,141,55,56.9%
Y56,London Commissioning Region,RAL,Royal Free London NHS Foundation Trust,NHS,January,2022,"2,470",134,6,5.4%
Y56,London Commissioning Region,RAN,Royal National Orthopaedic Hospital NHS Trust,NHS,January,2022,820,6,1,0.7%
Y56,London Commissioning Region,RV5,South London and Maudsley NHS Foundation Trust,NHS,January,2022,0,0,0,0.0%
Y56,London Commissioning Region,NT314,Spire London East,Private,January,2022,132,40,24,30.3%
Y56,London Commissioning Region,NT3X3,Spire St Anthony's Hospital,Private,January,2022,94,56,52,59.6%
Y56,London Commissioning Region,RJ7,St George's University Hospitals NHS Foundation Trust,NHS,January,2022,"1,717",127,12,7.4%
Y56,London Commissioning Region,RAS,The Hillingdon Hospitals NHS Foundation Trust,NHS,January,2022,444,47,23,10.6%
Y56,London Commissioning Region,RPY,The Royal Marsden NHS Foundation Trust,NHS,January,2022,216,0,0,0.0%
Y56,London Commissioning Region,RRV,University College London Hospitals NHS Foundation Trust,NHS,January,2022,"4,640","1,510",201,32.5%
Y56,London Commissioning Region,RKE,Whittington Health NHS Trust,NHS,January,2022,937,1,0,0.1%
Y58,South West Commissioning Region,NT402,BMI - Bath Clinic,Private,January,2022,40,8,0,20.0%
Y58,South West Commissioning Region,NT419,BMI - The Harbour Hospital,Private,January,2022,1,0,0,0.0%
Y58,South West Commissioning Region,NT430,BMI - The Ridgeway Hospital,Private,January,2022,8,0,0,0.0%
Y58,South West Commissioning Region,NT443,BMI - The Winterbourne Hospital,Private,January,2022,4,0,0,0.0%
Y58,South West Commissioning Region,RBD,Dorset County Hospital NHS Foundation Trust,NHS,January,2022,641,115,0,17.9%
Y58,South West Commissioning Region,NVC04,Duchy Hospital,Private,January,2022,4,0,0,0.0%
Y58,South West Commissioning Region,RTE,Gloucestershire Hospitals NHS Foundation Trust,NHS,January,2022,940,0,0,0.0%
Y58,South West Commissioning Region,RN3,Great Western Hospitals NHS Foundation Trust,NHS,January,2022,"2,131","1,426",817,66.9%
Y58,South West Commissioning Region,NVC08,Mount Stuart Hospital,Private,January,2022,0,0,0,0.0%
Y58,South West Commissioning Region,NVC09,New Hall Hospital,Private,January,2022,5,0,0,0.0%
Y58,South West Commissioning Region,RVJ,North Bristol NHS Trust,NHS,January,2022,"1,960",26,4,1.3%
Y58,South West Commissioning Region,RBZ,Northern Devon Healthcare NHS Trust,NHS,January,2022,718,346,59,48.2%
Y58,South West Commissioning Region,NT202,"Nuffield Health, Bournemouth Hospital",Private,January,2022,3,1,0,33.3%
Y58,South West Commissioning Region,NT206,"Nuffield Health, Bristol Hospital (Chesterfield)",Private,January,2022,13,1,0,7.7%
Y58,South West Commissioning Region,NT211,"Nuffield Health, Cheltenham Hospital",Private,January,2022,4,0,0,0.0%
Y58,South West Commissioning Region,NTPH2,Practice Plus Group Hospital - Emersons Green,Private,January,2022,17,2,0,11.8%
Y58,South West Commissioning Region,NTPH5,Practice Plus Group Hospital - Plymouth,Private,January,2022,52,26,3,50.0%
Y58,South West Commissioning Region,NTPH1,Practice Plus Group Hospital - Shepton Mallet,Private,January,2022,53,27,21,50.9%
Y58,South West Commissioning Region,REF,Royal Cornwall Hospitals NHS Trust,NHS,January,2022,"3,592","1,237",16,34.4%
Y58,South West Commissioning Region,RH8,Royal Devon and Exeter NHS Foundation Trust,NHS,January,2022,"1,336",554,275,41.5%
Y58,South West Commissioning Region,RD1,Royal United Hospitals Bath NHS Foundation Trust,NHS,January,2022,"2,798","1,428",189,51.0%
Y58,South West Commissioning Region,RNZ,Salisbury NHS Foundation Trust,NHS,January,2022,480,0,0,0.0%
Y58,South West Commissioning Region,RH5,Somerset NHS Foundation Trust,NHS,January,2022,829,355,177,42.8%
Y58,South West Commissioning Region,NT302,Spire Bristol Hospital,Private,January,2022,26,7,0,26.9%
Y58,South West Commissioning Region,G3Z1Q,Sulis Hospital Bath (Foxcote Avenue),Private,January,2022,56,0,0,0.0%
Y58,South West Commissioning Region,RA9,Torbay and South Devon NHS Foundation Trust,NHS,January,2022,"1,756",973,205,55.4%
Y58,South West Commissioning Region,RA7,University Hospitals Bristol and Weston NHS Foundation Trust,NHS,January,2022,"2,904",953,627,32.8%
Y58,South West Commissioning Region,R0D,University Hospitals Dorset NHS Foundation Trust,NHS,January,2022,"2,263",372,0,16.4%
Y58,South West Commissioning Region,RK9,University Hospitals Plymouth NHS Trust,NHS,January,2022,"2,175",399,79,18.3%
Y58,South West Commissioning Region,NVC22,Winfield Hospital,Private,January,2022,3,0,0,0.0%
Y58,South West Commissioning Region,RA4,Yeovil District Hospital NHS Foundation Trust,NHS,January,2022,458,173,33,37.8%
Y59,South East Commissioning Region,RTK,Ashford and St Peter's Hospitals NHS Foundation Trust,NHS,January,2022,"1,711",96,0,5.6%
Y59,South East Commissioning Region,NVC01,Ashtead Hospital,Private,January,2022,5,0,0,0.0%
Y59,South East Commissioning Region,NWF01,Benenden Hospital,Private,January,2022,0,0,0,0.0%
Y59,South East Commissioning Region,NT417,BMI - Goring Hall Hospital,Private,January,2022,1,0,0,0.0%
Y59,South East Commissioning Region,NT433,BMI - Sarum Road Hospital,Private,January,2022,9,0,0,0.0%
Y59,South East Commissioning Region,NT408,BMI - The Chaucer Hospital,Private,January,2022,5,0,0,0.0%
Y59,South East Commissioning Region,NT410,BMI - The Chiltern Hospital,Private,January,2022,5,0,0,0.0%
Y59,South East Commissioning Region,NT418,BMI - The Hampshire Clinic,Private,January,2022,5,0,0,0.0%
Y59,South East Commissioning Region,NT428,BMI - The Princess Margaret Hospital,Private,January,2022,1,0,0,0.0%
Y59,South East Commissioning Region,NT455,BMI Mount Alvernia Hospital,Private,January,2022,0,0,0,0.0%
Y59,South East Commissioning Region,RXQ,Buckinghamshire Healthcare NHS Trust,NHS,January,2022,"1,016",73,3,7.2%
Y59,South East Commissioning Region,NV323,Circle Reading Hospital,Private,January,2022,78,1,0,1.3%
Y59,South East Commissioning Region,RN7,Dartford and Gravesham NHS Trust,NHS,January,2022,"1,293",49,1,3.8%
Y59,South East Commissioning Region,RVV,East Kent Hospitals University NHS Foundation Trust,NHS,January,2022,"7,881","1,776",94,22.5%
Y59,South East Commissioning Region,RXC,East Sussex Healthcare NHS Trust,NHS,January,2022,"1,850",113,3,6.1%
Y59,South East Commissioning Region,NDJ,First Community Health and Care CIC,Private,January,2022,3,3,3,100.0%
Y59,South East Commissioning Region,RDU,Frimley Health NHS Foundation Trust,NHS,January,2022,"1,616",122,75,7.5%
Y59,South East Commissioning Region,RN5,Hampshire Hospitals NHS Foundation Trust,NHS,January,2022,"2,419","1,145",546,47.3%
Y59,South East Commissioning Region,NWX,Here,Private,January,2022,549,30,3,5.5%
Y59,South East Commissioning Region,NV1,Inhealth Limited,Private,January,2022,"4,225",118,25,2.8%
Y59,South East Commissioning Region,R1F,Isle of Wight NHS Trust,NHS,January,2022,425,0,0,0.0%
Y59,South East Commissioning Region,ADP02,Kims Hospital (Newnham Court),Private,January,2022,14,2,0,14.3%
Y59,South East Commissioning Region,RWF,Maidstone and Tunbridge Wells NHS Trust,NHS,January,2022,937,71,10,7.6%
Y59,South East Commissioning Region,DC8,Medical Imaging Partnership Ltd,Private,January,2022,395,34,1,8.6%
Y59,South East Commissioning Region,RPA,Medway NHS Foundation Trust,NHS,January,2022,"1,691",424,5,25.1%
Y59,South East Commissioning Region,NTPAA,Mid & South Buckinghamshire Diagnostic NHS Centre,NHS,January,2022,822,0,0,0.0%
Y59,South East Commissioning Region,NVC11,North Downs Hospital,Private,January,2022,1,0,0,0.0%
Y59,South East Commissioning Region,NT205,"Nuffield Health, Brighton Hospital",Private,January,2022,18,1,1,5.6%
Y59,South East Commissioning Region,RTH,Oxford University Hospitals NHS Foundation Trust,NHS,January,2022,"3,561",459,128,12.9%
Y59,South East Commissioning Region,RHU,Portsmouth Hospitals University National Health Service Trust,NHS,January,2022,"2,562","1,532",527,59.8%
Y59,South East Commissioning Region,NTP11,Practice Plus Group Hospital - Southampton,Private,January,2022,1,1,1,100.0%
Y59,South East Commissioning Region,NTP16,Practice Plus Group Surgical Centre - Gillingham,Private,January,2022,1,1,0,100.0%
Y59,South East Commissioning Region,RPC,Queen Victoria Hospital NHS Foundation Trust,NHS,January,2022,155,0,0,0.0%
Y59,South East Commissioning Region,RHW,Royal Berkshire NHS Foundation Trust,NHS,January,2022,"1,630",281,11,17.2%
Y59,South East Commissioning Region,RA2,Royal Surrey County Hospital NHS Foundation Trust,NHS,January,2022,"1,179",77,3,6.5%
Y59,South East Commissioning Region,R1C,Solent NHS Trust,NHS,January,2022,429,21,6,4.9%
Y59,South East Commissioning Region,RW1,Southern Health NHS Foundation Trust,NHS,January,2022,464,0,0,0.0%
Y59,South East Commissioning Region,NT312,Spire Alexandra Hospital,Private,January,2022,120,31,6,25.8%
Y59,South East Commissioning Region,NT345,Spire Clare Park Hospital,Private,January,2022,5,0,0,0.0%
Y59,South East Commissioning Region,NT344,Spire Dunedin Hospital,Private,January,2022,45,0,0,0.0%
Y59,South East Commissioning Region,NT308,Spire Gatwick Park Hospital,Private,January,2022,108,28,15,25.9%
Y59,South East Commissioning Region,NT364,Spire Montefiore Hospital,Private,January,2022,0,0,0,0.0%
Y59,South East Commissioning Region,NT305,Spire Portsmouth Hospital,Private,January,2022,3,0,0,0.0%
Y59,South East Commissioning Region,NT304,Spire Southampton Hospital,Private,January,2022,18,2,1,11.1%
Y59,South East Commissioning Region,NT309,Spire Sussex Hospital,Private,January,2022,1,0,0,0.0%
Y59,South East Commissioning Region,NT343,Spire Thames Valley Hospital,Private,January,2022,8,0,0,0.0%
Y59,South East Commissioning Region,NT310,Spire Tunbridge Wells Hospital,Private,January,2022,12,2,1,16.7%
Y59,South East Commissioning Region,RTP,Surrey and Sussex Healthcare NHS Trust,NHS,January,2022,"1,722",332,54,19.3%
Y59,South East Commissioning Region,AJX,Sussex MSK Partnership 2,Private,January,2022,122,12,2,9.8%
Y59,South East Commissioning Region,NVC02,The Berkshire Independent Hospital,Private,January,2022,3,3,0,100.0%
Y59,South East Commissioning Region,NVC25,The Cherwell Hospital,Private,January,2022,4,2,0,50.0%
Y59,South East Commissioning Region,NXM01,The Horder Centre - St Johns Road,Private,January,2022,2,0,0,0.0%
Y59,South East Commissioning Region,RHM,University Hospital Southampton NHS Foundation Trust,NHS,January,2022,"1,524",201,25,13.2%
Y59,South East Commissioning Region,RYR,University Hospitals Sussex NHS Foundation Trust,NHS,January,2022,"3,492",930,209,26.6%
Y60,Midlands Commissioning Region,RQ3,Birmingham Women's and Children's NHS Foundation Trust,NHS,January,2022,"1,002",745,516,74.4%
Y60,Midlands Commissioning Region,NT412,BMI - The Droitwich Spa Hospital,Private,January,2022,33,0,0,0.0%
Y60,Midlands Commissioning Region,NT424,BMI - The Meriden Hospital,Private,January,2022,44,0,0,0.0%
Y60,Midlands Commissioning Region,NT427,BMI - The Park Hospital,Private,January,2022,7,0,0,0.0%
Y60,Midlands Commissioning Region,NT429,BMI - The Priory Hospital,Private,January,2022,20,1,0,5.0%
Y60,Midlands Commissioning Region,NT441,BMI - Three Shires Hospital,Private,January,2022,12,0,0,0.0%
Y60,Midlands Commissioning Region,NT450,BMI The Lincoln Hospital,Private,January,2022,23,0,0,0.0%
Y60,Midlands Commissioning Region,RFS,Chesterfield Royal Hospital NHS Foundation Trust,NHS,January,2022,732,0,0,0.0%
Y60,Midlands Commissioning Region,RLT,George Eliot Hospital NHS Trust,NHS,January,2022,501,2,0,0.4%
Y60,Midlands Commissioning Region,RNQ,Kettering General Hospital NHS Foundation Trust,NHS,January,2022,"2,324",928,8,39.9%
Y60,Midlands Commissioning Region,RNS,Northampton General Hospital NHS Trust,NHS,January,2022,"1,805",663,2,36.7%
Y60,Midlands Commissioning Region,RX1,Nottingham University Hospitals NHS Trust,NHS,January,2022,"6,601","4,587","3,265",69.5%
Y60,Midlands Commissioning Region,NT213,"Nuffield Health, Derby Hospital",Private,January,2022,35,0,0,0.0%
Y60,Midlands Commissioning Region,NT219,"Nuffield Health, Hereford Hospital",Private,January,2022,0,0,0,0.0%
Y60,Midlands Commissioning Region,NT230,"Nuffield Health, North Staffordshire Hospital",Private,January,2022,1,0,0,0.0%
Y60,Midlands Commissioning Region,NTP13,Practice Plus Group Hospital - Barlborough,Private,January,2022,37,20,16,54.1%
Y60,Midlands Commissioning Region,NVC17,Rowley Hall Hospital,Private,January,2022,0,0,0,0.0%
